track	start	end	label
Lalithe-Bhairavi-Tyagaraja-LGJ	04.55	04.57	mpndp




EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.01	00.02	mpm
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.05	00.07	grg
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.05	00.07	sns
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.05	00.07	snsgrg
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.08	00.09	dp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.03	00.04	dmp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.29	00.30	nddp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.30	00.31	pndp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.43	00.45	mg
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.43	00.45	pmgr
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	00.51	00.52	pdndp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	01.42	01.44	d'ns
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	01.44	01.46	nrsn
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	01.46	01.48	nddp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	02.16	02.17	ngr
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	02.17	02.19	sndp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	02.24	02.26	mnd
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	02.26	02.27	pgrs
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.03	03.05	gmpm
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.05	03.07	grgm
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.07	03.08	sgrs
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.07	03.08	grs
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.08	03.09	nd'ns
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.09	03.11	grg
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.11	03.12	mpdp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.12	03.14	nddp
EnatiNomuPhalamo- Bhairavi-Tyagaraja-MSS	03.15	03.16	mm


Mukhattaikattiyedeham-bhairavi-PM-RV	00.00	00.02	d'ns
Mukhattaikattiyedeham-bhairavi-PM-RV	00.11	00.13	nddp
Mukhattaikattiyedeham-bhairavi-PM-RV	00.13	00.15	mn
Mukhattaikattiyedeham-bhairavi-PM-RV	00.13	00.16	nddp
Mukhattaikattiyedeham-bhairavi-PM-RV	00.16	00.17	dpdm
Mukhattaikattiyedeham-bhairavi-PM-RV	00.16	00.17	pndpdm
Mukhattaikattiyedeham-bhairavi-PM-RV	00.18	00.20	pd'n
Mukhattaikattiyedeham-bhairavi-PM-RV	01.21	01.23	gr
Mukhattaikattiyedeham-bhairavi-PM-RV	01.28	01.29	rg
Mukhattaikattiyedeham-bhairavi-PM-RV	01.29	01.31	gr
Mukhattaikattiyedeham-bhairavi-PM-RV	01.51	01.53	nsrgmgrs
Mukhattaikattiyedeham-bhairavi-PM-RV	01.53	01.55	gpgr
Mukhattaikattiyedeham-bhairavi-PM-RV	02.10	02.12	dmp
Mukhattaikattiyedeham-bhairavi-PM-RV	02.12	02.14	pd'n
Mukhattaikattiyedeham-bhairavi-PM-RV	02.15	02.17	ns
Mukhattaikattiyedeham-bhairavi-PM-RV	02.23	02.24	nd'n
Mukhattaikattiyedeham-bhairavi-PM-RV	02.27	02.29	d'ns
Mukhattaikattiyedeham-bhairavi-PM-RV	02.31	02.33	nddp
Mukhattaikattiyedeham-bhairavi-PM-RV	03.12	03.14	d'ns
Mukhattaikattiyedeham-bhairavi-PM-RV	03.16	03.18	nddp
Mukhattaikattiyedeham-bhairavi-PM-RV	03.18	03.20	mn
Mukhattaikattiyedeham-bhairavi-PM-RV	03.18	03.20	nddp
Mukhattaikattiyedeham-bhairavi-PM-RV	03.20	03.22	pndpdm
Mukhattaikattiyedeham-bhairavi-PM-RV	03.20	03.22	dpdm
Mukhattaikattiyedeham-bhairavi-PM-RV	03.22	03.25	pd'n
Mukhattaikattiyedeham-bhairavi-PM-RV	04.32	04.34	dp
Mukhattaikattiyedeham-bhairavi-PM-RV	04.34	04.36	dp
Mukhattaikattiyedeham-bhairavi-PM-RV	04.38	04.39	mm
Mukhattaikattiyedeham-bhairavi-PM-RV	04.47	04.48	dpm
Mukhattaikattiyedeham-bhairavi-PM-RV	04.48	04.51	pd'n
Mukhattaikattiyedeham-bhairavi-PM-RV	04.50	04.52	d'ns
Mukhattaikattiyedeham-bhairavi-PM-RV	05.06	05.08	nddp
Mukhattaikattiyedeham-bhairavi-PM-RV	05.08	05.10	mpdp
Mukhattaikattiyedeham-bhairavi-PM-RV	05.10	05.13	gpgr
Mukhattaikattiyedeham-bhairavi-PM-RV	05.28	05.29	snsgr
Mukhattaikattiyedeham-bhairavi-PM-RV	05.28	05.29	sgr
Mukhattaikattiyedeham-bhairavi-PM-RV	05.28	05.30	sgrg
Mukhattaikattiyedeham-bhairavi-PM-RV	05.31	05.33	mn
Mukhattaikattiyedeham-bhairavi-PM-RV	05.31	05.33	nddp




SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	01.48	01.50	d'n
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	01.50	01.53	nddp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	01.53	01.56	mpd'ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	01.56	01.58	pd'
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	01.58	02.01	ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	01.56	02.01	pd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.02	02.04	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.03	02.05	mgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.05	02.07	mgr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.07	02.09	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.09	02.11	d'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.11	02.12	gm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.13	02.15	gmpd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.15	02.17	nnd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.17	02.19	d'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.20	02.21	rs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.21	02.23	nsrg
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.23	02.24	gr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.24	02.26	sns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.27	02.30	nnd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.28	02.31	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.31	02.33	dpmgr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.31	02.33	dpmgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.33	02.35	rgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.35	02.37	pd'nsr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.40	02.42	mgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.42	02.45	rgmpd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.45	02.46	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.46	02.47	m
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.47	02.48	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.48	02.50	snd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.50	02.52	rgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.52	02.53	d'nd'
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.54	02.55	nsrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.55	02.57	nd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.57	02.58	rgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.59	03.01	mggrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	02.59	03.01	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	03.01	03.02	nd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	03.04	03.05	dnd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	03.05	03.07	pmgr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	03.07	03.09	snd'
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	03.09	03.11	nsrgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	04.51	04.56	mgr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	04.56	04.58	sr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	04.58	05.01	rsr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.01	05.04	gm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.19	05.21	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.21	05.24	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.24	05.26	d'n
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.26	05.28	nddp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.28	05.31	d'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.31	05.34	rgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.47	05.49	grgs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.49	05.50	rns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.50	05.53	nrsndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.53	05.54	dp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.55	05.56	dn's
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.56	05.58	rns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.58	05.59	rs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	05.59	06.01	grgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.15	06.16	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.16	06.18	nd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.18	06.20	rgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.20	06.22	mdp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.22	06.24	nd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.24	06.26	nsrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.26	06.27	nd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.27	06.29	rggr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.27	06.29	gr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.29	06.31	snd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.31	06.33	rsns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.34	06.36	nd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.34	06.36	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.34	06.36	dmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.37	06.39	mgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.39	06.41	nd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.41	06.43	srgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	06.58	07.00	pmgr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.00	07.02	rns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.02	07.03	rgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.03	07.05	dpd'
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.03	07.05	pd'
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.03	07.04	dp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.04	07.06	nsr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.06	07.08	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.08	07.09	rsndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.09	07.11	pd'ns
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.12	07.15	grsndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.15	07.18	dpmgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.18	07.19	nrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.19	07.21	grgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.21	07.22	rgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.22	07.24	rgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.37	07.39	pd'nsr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.39	07.41	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.41	07.44	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.44	07.45	dpm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.47	07.49	grs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.49	07.51	rgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.51	07.52	grgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.51	07.52	gm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.52	07.54	dpm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.54	07.57	ndpmgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.54	07.55	ndp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.55	07.57	mgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.57	07.59	nsrg
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	07.59	08.02	mpd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.02	08.05	grgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.05	08.06	pmg
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.06	08.08	rgm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.08	08.11	dpmgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.11	08.13	nsrgmp
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.13	08.14	pd'n
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.14	08.16	mpd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.14	08.17	mpdm
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.17	08.18	grg
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.18	08.20	pmgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.20	08.22	rg
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.22	08.23	mpd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.23	08.25	mpd
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.25	08.28	pd'n
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.28	08.30	srgmgrs
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.28	08.30	gmgr
SarasakuRakuSarasa-Bhairavi-WVB_VK-Unknown	08.30	08.32	ndp


D. K. Jayaraman - Thaye Ezhai	00.01	00.03	d'ndp
D. K. Jayaraman - Thaye Ezhai	00.02	00.04	d'pmgrg	
D. K. Jayaraman - Thaye Ezhai	00.07	00.09	mpd'n
D. K. Jayaraman - Thaye Ezhai	00.10	00.12	gmp
D. K. Jayaraman - Thaye Ezhai	00.27	00.28	snspdp
D. K. Jayaraman - Thaye Ezhai	00.28	00.31	pmgrs
D. K. Jayaraman - Thaye Ezhai	00.29	00.31	grs
D. K. Jayaraman - Thaye Ezhai	00.31	00.32	sgr
D. K. Jayaraman - Thaye Ezhai	00.31	00.34	sgrgmppmpd'
D. K. Jayaraman - Thaye Ezhai	00.31	00.33	sgrgmp
D. K. Jayaraman - Thaye Ezhai	01.14	01.16	grgmp
D. K. Jayaraman - Thaye Ezhai	01.13	01.14	grg
D. K. Jayaraman - Thaye Ezhai	01.24	01.26	pd'nd
D. K. Jayaraman - Thaye Ezhai	01.26	01.28	pndpdm
D. K. Jayaraman - Thaye Ezhai	01.26	01.28	dpdm
D. K. Jayaraman - Thaye Ezhai	01.28	01.30	d'ns
D. K. Jayaraman - Thaye Ezhai	01.40	01.41	pd'nd'
D. K. Jayaraman - Thaye Ezhai	02.14	02.15	nd'nsrs
D. K. Jayaraman - Thaye Ezhai	02.15	02.16	rmgr
D. K. Jayaraman - Thaye Ezhai	02.16	02.17	sndp
D. K. Jayaraman - Thaye Ezhai	02.16	02.17	rsndp
D. K. Jayaraman - Thaye Ezhai	02.17	02.18	snspdp
D. K. Jayaraman - Thaye Ezhai	02.18	02.19	mpmgrs
D. K. Jayaraman - Thaye Ezhai	02.18	02.19	grs
D. K. Jayaraman - Thaye Ezhai	02.25	02.26	rgmp
D. K. Jayaraman - Thaye Ezhai	02.51	02.53	mm
D. K. Jayaraman - Thaye Ezhai	02.52	02.54	grgs
D. K. Jayaraman - Thaye Ezhai	02.52	02.54	rgm
D. K. Jayaraman - Thaye Ezhai	02.54	02.57	rgm
D. K. Jayaraman - Thaye Ezhai	02.54	02.57	grgm
D. K. Jayaraman - Thaye Ezhai	03.16	03.18	rgmpdnd
D. K. Jayaraman - Thaye Ezhai	03.30	03.32	pdn
D. K. Jayaraman - Thaye Ezhai	03.30	03.32	dpm
D. K. Jayaraman - Thaye Ezhai	03.32	03.35	pdndp
D. K. Jayaraman - Thaye Ezhai	03.59	04.01	pdnd
D. K. Jayaraman - Thaye Ezhai	04.02	04.03	pd'nd'
D. K. Jayaraman - Thaye Ezhai	04.03	04.05	d'ns
D. K. Jayaraman - Thaye Ezhai	04.23	04.25	d'nsr
D. K. Jayaraman - Thaye Ezhai	04.25	04.26	grsndp
D. K. Jayaraman - Thaye Ezhai	04.25	04.26	srgr
D. K. Jayaraman - Thaye Ezhai	04.26	04.27	snspdp
D. K. Jayaraman - Thaye Ezhai	04.27	04.29	mpmgr
D. K. Jayaraman - Thaye Ezhai	04.27	04.29	mgr
D. K. Jayaraman - Thaye Ezhai	04.40	04.41	rgmpd'



TayeBhairaviye-Bhairavi-PS-SSM	00.00	00.02	rg
TayeBhairaviye-Bhairavi-PS-SSM	00.02	00.03	m
TayeBhairaviye-Bhairavi-PS-SSM	00.03	00.05	nddp
TayeBhairaviye-Bhairavi-PS-SSM	00.14	00.15	m
TayeBhairaviye-Bhairavi-PS-SSM	00.15	00.17	grs
TayeBhairaviye-Bhairavi-PS-SSM	00.45	00.46	rs
TayeBhairaviye-Bhairavi-PS-SSM	00.46	00.48	grsnsr
TayeBhairaviye-Bhairavi-PS-SSM	00.48	00.51	rgm
TayeBhairaviye-Bhairavi-PS-SSM	00.48	00.51	rgr
TayeBhairaviye-Bhairavi-PS-SSM	01.10	01.12	mgpmdp
TayeBhairaviye-Bhairavi-PS-SSM	01.23	01.24	nn
TayeBhairaviye-Bhairavi-PS-SSM	01.24	01.25	snnd
TayeBhairaviye-Bhairavi-PS-SSM	01.26	01.28	pd'nd'
TayeBhairaviye-Bhairavi-PS-SSM	01.26	01.28	d'ns
TayeBhairaviye-Bhairavi-PS-SSM	01.28	01.29	nsr
TayeBhairaviye-Bhairavi-PS-SSM	01.29	01.31	rsns
TayeBhairaviye-Bhairavi-PS-SSM	01.59	02.01	snrs
TayeBhairaviye-Bhairavi-PS-SSM	02.02	02.04	nddp
TayeBhairaviye-Bhairavi-PS-SSM	02.04	02.05	mpd'n
TayeBhairaviye-Bhairavi-PS-SSM	02.05	02.06	rsn
TayeBhairaviye-Bhairavi-PS-SSM	02.06	02.08	pmgrs
TayeBhairaviye-Bhairavi-PS-SSM	02.18	02.19	rr
TayeBhairaviye-Bhairavi-PS-SSM	02.18	02.20	gmpm
TayeBhairaviye-Bhairavi-PS-SSM	02.20	02.22	dpmgr
TayeBhairaviye-Bhairavi-PS-SSM	02.22	02.24	gmrgsr
TayeBhairaviye-Bhairavi-PS-SSM	02.24	02.26	srgmdp
TayeBhairaviye-Bhairavi-PS-SSM	02.24	02.26	srgm
TayeBhairaviye-Bhairavi-PS-SSM	02.28	02.30	nd'nm
TayeBhairaviye-Bhairavi-PS-SSM	02.30	02.31	ndpd
TayeBhairaviye-Bhairavi-PS-SSM	02.31	02.33	mpd'n
TayeBhairaviye-Bhairavi-PS-SSM	02.34	02.35	ngrs
TayeBhairaviye-Bhairavi-PS-SSM	02.34	02.35	ps
TayeBhairaviye-Bhairavi-PS-SSM	02.35	02.36	d'nsr
TayeBhairaviye-Bhairavi-PS-SSM	02.38	02.39	srnsr
TayeBhairaviye-Bhairavi-PS-SSM	02.38	02.39	nsr
TayeBhairaviye-Bhairavi-PS-SSM	02.39	02.40	pgr
TayeBhairaviye-Bhairavi-PS-SSM	02.40	02.42	ggrsnd'n
TayeBhairaviye-Bhairavi-PS-SSM	02.42	02.43	srg
TayeBhairaviye-Bhairavi-PS-SSM	02.45	02.46	nsrg
TayeBhairaviye-Bhairavi-PS-SSM	02.46	02.48	srns
TayeBhairaviye-Bhairavi-PS-SSM	02.45	02.48	nsrgsrns
TayeBhairaviye-Bhairavi-PS-SSM	02.48	02.49	pdm
TayeBhairaviye-Bhairavi-PS-SSM	02.49	02.51	pd'ns
TayeBhairaviye-Bhairavi-PS-SSM	02.52	02.53	mndpm
TayeBhairaviye-Bhairavi-PS-SSM	02.53	02.54	grs
TayeBhairaviye-Bhairavi-PS-SSM	03.04	03.06	nddp
TayeBhairaviye-Bhairavi-PS-SSM	03.06	03.09	pd'nsrs
TayeBhairaviye-Bhairavi-PS-SSM	03.09	03.11	nddp
TayeBhairaviye-Bhairavi-PS-SSM	03.13	03.15	mndp
TayeBhairaviye-Bhairavi-PS-SSM	03.17	03.18	rgm
TayeBhairaviye-Bhairavi-PS-SSM	03.19	03.21	mp
TayeBhairaviye-Bhairavi-PS-SSM	03.40	03.42	rsnd'
TayeBhairaviye-Bhairavi-PS-SSM	04.22	04.24	rsnnddp
TayeBhairaviye-Bhairavi-PS-SSM	04.22	04.24	nddp
TayeBhairaviye-Bhairavi-PS-SSM	04.22	04.24	rsn
TayeBhairaviye-Bhairavi-PS-SSM	04.24	04.25	mpd'n
TayeBhairaviye-Bhairavi-PS-SSM	04.53	04.54	sp
	


tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.01	00.04	snrsnnddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.01	00.04	rdnnddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.02	00.04	nddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.04	00.06	d'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.27	00.29	d'nsrsndp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.29	00.30	mgrs
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.42	00.44	mpnd	
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.42	00.44	mpd'
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.56	00.57	rsn
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	00.58	1.00	rgmrgs
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	01.01	01.03	rgmp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	01.04	01.06	mgmpmgr
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.04	02.05	pndm
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.05	02.07	d'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.05	02.08	d'nsrs
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.15	02.17	pdmpd'
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.19	02.20	grs
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.21	02.22	d'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.24	02.26	nddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.49	02.51	d'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.53	02.54	nddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	02.54	02.55	mpd'n
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.44	03.46	mnd
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.47	03.48	dpmgr
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.50	03.51	rgm
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.53	03.54	mpdp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.51	03.53	pdndpdm
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.51	03.53	pdn
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.55	03.56	pdndpm
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	03.56	03.58	pd'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	04.00	04.02	d'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	04.03	04.05	rsnnddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	04.03	04.05	nddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	04.27	04.29	d'ns
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	04.29	04.31	rsnnddp
tanayunibrOvajanani-bhairavi-tyAgarAja-KVN	04.31	04.33	mpd'n


Kamakshi-Bhairavi-SS-MSS	00.02	00.03	d'n
Kamakshi-Bhairavi-SS-MSS	00.04	00.06	npd
Kamakshi-Bhairavi-SS-MSS	00.07	00.09	dmp
Kamakshi-Bhairavi-SS-MSS	00.10	00.12	d'ns
Kamakshi-Bhairavi-SS-MSS	00.12	00.13	ngr
Kamakshi-Bhairavi-SS-MSS	01.02	01.03	gr
Kamakshi-Bhairavi-SS-MSS	01.14	01.16	d'nsrg
Kamakshi-Bhairavi-SS-MSS	01.16	01.19	mgr
Kamakshi-Bhairavi-SS-MSS	01.16	01.19	mpmgr
Kamakshi-Bhairavi-SS-MSS	01.20	01.21	rns
Kamakshi-Bhairavi-SS-MSS	01.20	01.21	rnsr
Kamakshi-Bhairavi-SS-MSS	01.20	01.23	srgmp
Kamakshi-Bhairavi-SS-MSS	01.23	01.25	d'ns
Kamakshi-Bhairavi-SS-MSS	01.25	01.26	rndp
Kamakshi-Bhairavi-SS-MSS	01.26	01.28	pmg
