track	start	end	label
Balagopala-Bhairavi-MD-HB	05.46	05.48	ns
Balagopala-Bhairavi-MD-HB	06.00	06.01	n
Balagopala-Bhairavi-MD-HB	06.00	06.01	pd'
Balagopala-Bhairavi-MD-HB	06.02	06.04	d'ns
Balagopala-Bhairavi-MD-HB	06.04	06.06	rgs
Balagopala-Bhairavi-MD-HB	06.06	06.08	mrg
Balagopala-Bhairavi-MD-HB	06.06	06.08	m
Balagopala-Bhairavi-MD-HB	06.08	06.11	sgr
Balagopala-Bhairavi-MD-HB	06.18	06.21	mrgs
Balagopala-Bhairavi-MD-HB	06.23	06.25	nsr
Balagopala-Bhairavi-MD-HB	06.25	06.28	rns
Balagopala-Bhairavi-MD-HB	06.30	06.31	nddp
Balagopala-Bhairavi-MD-HB	06.33	06.34	grs
Balagopala-Bhairavi-MD-HB	06.46	06.48	sgrg
Balagopala-Bhairavi-MD-HB	06.46	06.47	sgr
Balagopala-Bhairavi-MD-HB	06.48	06.50	ndp
Balagopala-Bhairavi-MD-HB	06.50	06.51	dmp
Balagopala-Bhairavi-MD-HB	06.51	06.53	ndpmgr
Balagopala-Bhairavi-MD-HB	06.52	06.54	mgrgm
Balagopala-Bhairavi-MD-HB	06.52	06.54	rgmm
Balagopala-Bhairavi-MD-HB	06.54	06.57	sgrgmp
Balagopala-Bhairavi-MD-HB	06.54	06.56	sgr
Balagopala-Bhairavi-MD-HB	07.08	07.10	nsr
Balagopala-Bhairavi-MD-HB	07.08	07.10	d'nsr
Balagopala-Bhairavi-MD-HB	07.11	07.13	ngrs
Balagopala-Bhairavi-MD-HB	07.11	07.13	grs
Balagopala-Bhairavi-MD-HB	07.13	07.14	nd'ns
Balagopala-Bhairavi-MD-HB	07.15	07.17	ndp
Balagopala-Bhairavi-MD-HB	07.14	07.16	pr
Balagopala-Bhairavi-MD-HB	07.18	07.20	pmgrs

Velavare-Bhairavi-GKI-SS	00.03	00.05	sgrs
Velavare-Bhairavi-GKI-SS	00.05	00.07	nn
Velavare-Bhairavi-GKI-SS	00.05	00.07	rsndp
Velavare-Bhairavi-GKI-SS	00.07	00.09	ndmdp
Velavare-Bhairavi-GKI-SS	00.07	00.09	dp
Velavare-Bhairavi-GKI-SS	00.09	00.11	d'nd'
Velavare-Bhairavi-GKI-SS	00.09	00.11	n
Velavare-Bhairavi-GKI-SS	00.11	00.12	nsd'
Velavare-Bhairavi-GKI-SS	00.13	00.15	nrs
Velavare-Bhairavi-GKI-SS	00.13	00.15	sns
Velavare-Bhairavi-GKI-SS	00.16	00.17	d'ns
Velavare-Bhairavi-GKI-SS	00.43	00.45	dpd'
Velavare-Bhairavi-GKI-SS	00.44	00.46	d'nsrg
Velavare-Bhairavi-GKI-SS	00.46	00.48	nsr
Velavare-Bhairavi-GKI-SS	00.48	00.51	grnd'
Velavare-Bhairavi-GKI-SS	00.48	00.51	d'ns
Velavare-Bhairavi-GKI-SS	00.51	00.54	pgr
Velavare-Bhairavi-GKI-SS	00.51	00.54	rnn
Velavare-Bhairavi-GKI-SS	00.54	00.57	rndp
Velavare-Bhairavi-GKI-SS	00.54	00.57	ndp
Velavare-Bhairavi-GKI-SS	01.12	01.13	d'nn
Velavare-Bhairavi-GKI-SS	01.13	01.15	nsd'
Velavare-Bhairavi-GKI-SS	01.15	01.17	d'n
Velavare-Bhairavi-GKI-SS	01.15	01.17	dnrs
Velavare-Bhairavi-GKI-SS	01.18	01.20	pd'n
Velavare-Bhairavi-GKI-SS	01.29	01.31	d'nsrs
Velavare-Bhairavi-GKI-SS	01.29	01.30	d'n
Velavare-Bhairavi-GKI-SS	01.38	01.39	ndp
Velavare-Bhairavi-GKI-SS	02.15	02.16	pdp
Velavare-Bhairavi-GKI-SS	02.15	02.17	pmg
Velavare-Bhairavi-GKI-SS	02.17	02.19	gr
Velavare-Bhairavi-GKI-SS	02.19	02.22	pmgrs
Velavare-Bhairavi-GKI-SS	02.22	02.23	rgm
Velavare-Bhairavi-GKI-SS	02.23	02.25	pgm
Velavare-Bhairavi-GKI-SS	02.25	02.26	mpdp
Velavare-Bhairavi-GKI-SS	02.27	02.28	d'nd'n
Velavare-Bhairavi-GKI-SS	02.27	02.28	d'n
Velavare-Bhairavi-GKI-SS	02.56	02.57	d'ns
Velavare-Bhairavi-GKI-SS	02.58	03.00	ngrs
Velavare-Bhairavi-GKI-SS	03.00	03.03	rgsrns
Velavare-Bhairavi-GKI-SS	03.03	03.05	pgr
Velavare-Bhairavi-GKI-SS	03.04	03.05	rs
Velavare-Bhairavi-GKI-SS	03.05	03.07	ndp
Velavare-Bhairavi-GKI-SS	03.05	03.07	n
Velavare-Bhairavi-GKI-SS	03.07	03.09	rgmp
Velavare-Bhairavi-GKI-SS	03.07	03.09	pgrgmp
Velavare-Bhairavi-GKI-SS	03.51	03.53	gross
Velavare-Bhairavi-GKI-SS	03.51	03.53	rggrrs
Velavare-Bhairavi-GKI-SS	03.53	03.54	sgr
Velavare-Bhairavi-GKI-SS	03.55	03.57	rns
Velavare-Bhairavi-GKI-SS	04.04	04.05	gr
Velavare-Bhairavi-GKI-SS	04.06	04.07	rns
Velavare-Bhairavi-GKI-SS	04.07	04.09	mpdp
Velavare-Bhairavi-GKI-SS	04.09	04.11	d'nd'n
Velavare-Bhairavi-GKI-SS	04.09	04.11	n
Velavare-Bhairavi-GKI-SS	04.24	04.26	d'ns
Velavare-Bhairavi-GKI-SS	04.26	04.27	pdp
Velavare-Bhairavi-GKI-SS	04.27	04.29	mpd
Velavare-Bhairavi-GKI-SS	04.27	04.29	pd'
Velavare-Bhairavi-GKI-SS	04.29	04.30	d'nd'
Velavare-Bhairavi-GKI-SS	04.30	04.33	nrs
Velavare-Bhairavi-GKI-SS	04.32	04.34	sns
Velavare-Bhairavi-GKI-SS	04.38	04.39	d'ns
Velavare-Bhairavi-GKI-SS	04.45	04.47	pgr
Velavare-Bhairavi-GKI-SS	04.45	04.47	rs
Velavare-Bhairavi-GKI-SS	04.47	04.48	sndp
Velavare-Bhairavi-GKI-SS	04.49	04.51	pgrgmp
Velavare-Bhairavi-GKI-SS	04.49	04.51	grgmp

AnjelEnru-Bhairavi-AK-MSS	00.13	00.15	rs
AnjelEnru-Bhairavi-AK-MSS	00.15	00.17	n
AnjelEnru-Bhairavi-AK-MSS	00.15	00.17	rsn
AnjelEnru-Bhairavi-AK-MSS	00.16	00.18	nddp
AnjelEnru-Bhairavi-AK-MSS	00.19	00.20	mndp
AnjelEnru-Bhairavi-AK-MSS	00.19	00.21	ndp
AnjelEnru-Bhairavi-AK-MSS	00.21	00.23	pd'n
AnjelEnru-Bhairavi-AK-MSS	01.16	01.18	sndp
AnjelEnru-Bhairavi-AK-MSS	01.16	01.18	ndp
AnjelEnru-Bhairavi-AK-MSS	01.19	01.21	grrs
AnjelEnru-Bhairavi-AK-MSS	01.19	01.21	gr
AnjelEnru-Bhairavi-AK-MSS	01.21	01.22	gr
AnjelEnru-Bhairavi-AK-MSS	01.21	01.23	grgmpd
AnjelEnru-Bhairavi-AK-MSS	01.23	01.24	pdm
AnjelEnru-Bhairavi-AK-MSS	01.25	01.26	d'n
AnjelEnru-Bhairavi-AK-MSS	01.25	01.26	d'nsrs
AnjelEnru-Bhairavi-AK-MSS	02.18	02.19	dp
AnjelEnru-Bhairavi-AK-MSS	02.20	02.23	pd'ns
AnjelEnru-Bhairavi-AK-MSS	02.20	02.22	pd'n
AnjelEnru-Bhairavi-AK-MSS	02.24	02.25	d'ns
AnjelEnru-Bhairavi-AK-MSS	02.26	02.28	nddp
AnjelEnru-Bhairavi-AK-MSS	02.36	02.38	rsnnddp
AnjelEnru-Bhairavi-AK-MSS	03.00	03.01	ngrs
AnjelEnru-Bhairavi-AK-MSS	03.01	03.04	rsnnddp
AnjelEnru-Bhairavi-AK-MSS	03.01	03.04	nrsn
AnjelEnru-Bhairavi-AK-MSS	03.04	03.05	d'ns
AnjelEnru-Bhairavi-AK-MSS	03.05	03.06	ndp
AnjelEnru-Bhairavi-AK-MSS	03.07	03.08	gr
AnjelEnru-Bhairavi-AK-MSS	03.08	03.10	gmpd
AnjelEnru-Bhairavi-AK-MSS	03.09	03.10	d'n
AnjelEnru-Bhairavi-AK-MSS	04.23	04.24	nddp
AnjelEnru-Bhairavi-AK-MSS	04.25	04.26	dp
AnjelEnru-Bhairavi-AK-MSS	04.27	04.28	dpm
AnjelEnru-Bhairavi-AK-MSS	04.26	04.28	pdn
AnjelEnru-Bhairavi-AK-MSS	04.29	04.30	n
AnjelEnru-Bhairavi-AK-MSS	04.29	04.30	nnd
AnjelEnru-Bhairavi-AK-MSS	04.31	04.34	d'ns
AnjelEnru-Bhairavi-AK-MSS	04.31	04.34	nddp
AnjelEnru-Bhairavi-AK-MSS	04.34	04.36	mm
AnjelEnru-Bhairavi-AK-MSS	04.34	04.36	pdp
AnjelEnru-Bhairavi-AK-MSS	04.36	04.38	gg
AnjelEnru-Bhairavi-AK-MSS	04.36	04.38	pmgr
AnjelEnru-Bhairavi-AK-MSS	04.39	04.40	rgmm
AnjelEnru-Bhairavi-AK-MSS	04.40	04.41	pdn
AnjelEnru-Bhairavi-AK-MSS	05.35	05.37	mpd'n
AnjelEnru-Bhairavi-AK-MSS	05.35	05.37	pd'n
AnjelEnru-Bhairavi-AK-MSS	05.35	05.39	pd'ns
AnjelEnru-Bhairavi-AK-MSS	05.40	05.41	d'ns
AnjelEnru-Bhairavi-AK-MSS	05.41	05.44	nrsnnddp
AnjelEnru-Bhairavi-AK-MSS	05.41	05.44	rsnnddp
AnjelEnru-Bhairavi-AK-MSS	05.41	05.44	nddp
AnjelEnru-Bhairavi-AK-MSS	05.55	05.57	pgr
AnjelEnru-Bhairavi-AK-MSS	05.55	05.57	pgrs
AnjelEnru-Bhairavi-AK-MSS	05.57	05.59	nrsnnddp
AnjelEnru-Bhairavi-AK-MSS	05.57	05.59	nddp
AnjelEnru-Bhairavi-AK-MSS	06.00	06.02	ndp
AnjelEnru-Bhairavi-AK-MSS	06.00	06.02	d'n
AnjelEnru-Bhairavi-AK-MSS	06.03	06.05	pd'n

Intaparaku-Bhiaravi-GNB-CR	00.00	00.01	rs
Intaparaku-Bhiaravi-GNB-CR	00.01	00.04	nrsn
Intaparaku-Bhiaravi-GNB-CR	00.07	00.09	d'ns
Intaparaku-Bhiaravi-GNB-CR	00.09	00.12	grsndp
Intaparaku-Bhiaravi-GNB-CR	00.09	00.12	mpd'nd'
Intaparaku-Bhiaravi-GNB-CR	00.17	00.18	pd'nd'
Intaparaku-Bhiaravi-GNB-CR	00.55	00.57	rg
Intaparaku-Bhiaravi-GNB-CR	00.55	00.57	rsns
Intaparaku-Bhiaravi-GNB-CR	01.03	01.04	rs
Intaparaku-Bhiaravi-GNB-CR	01.05	01.08	grndn
Intaparaku-Bhiaravi-GNB-CR	01.08	01.10	rsndp
Intaparaku-Bhiaravi-GNB-CR	01.32	01.34	nd'n
Intaparaku-Bhiaravi-GNB-CR	01.33	01.35	nm
Intaparaku-Bhiaravi-GNB-CR	01.33	01.35	m
Intaparaku-Bhiaravi-GNB-CR	01.35	01.38	pdp
Intaparaku-Bhiaravi-GNB-CR	01.36	01.38	rsndp
Intaparaku-Bhiaravi-GNB-CR	01.44	01.46	pdnd
Intaparaku-Bhiaravi-GNB-CR	01.46	01.48	pndpm
Intaparaku-Bhiaravi-GNB-CR	01.46	01.48	dpm
Intaparaku-Bhiaravi-GNB-CR	02.00	02.03	pdndp
Intaparaku-Bhiaravi-GNB-CR	02.01	02.03	dn
Intaparaku-Bhiaravi-GNB-CR	02.01	02.03	n

BhairaviParameswari-Bhairavi-HMB-RH	00.00	00.02	pdndpm
BhairaviParameswari-Bhairavi-HMB-RH	00.02	00.03	pd'n
BhairaviParameswari-Bhairavi-HMB-RH	00.03	00.06	nrsndp
BhairaviParameswari-Bhairavi-HMB-RH	00.03	00.006	sndp
BhairaviParameswari-Bhairavi-HMB-RH	00.12	00.14	pdmp
BhairaviParameswari-Bhairavi-HMB-RH	00.12	00.14	mgr
BhairaviParameswari-Bhairavi-HMB-RH	00.12	00.14	mgrg
BhairaviParameswari-Bhairavi-HMB-RH	00.14	00.15	mpdp
BhairaviParameswari-Bhairavi-HMB-RH	00.15	00.16	d'ns
BhairaviParameswari-Bhairavi-HMB-RH	00.15	00.16	sndpm
BhairaviParameswari-Bhairavi-HMB-RH	01.22	01.23	grs
BhairaviParameswari-Bhairavi-HMB-RH	01.23	01.24	grsndp
BhairaviParameswari-Bhairavi-HMB-RH	01.24	01.26	pd'pd'
BhairaviParameswari-Bhairavi-HMB-RH	01.26	01.28	ns
BhairaviParameswari-Bhairavi-HMB-RH	02.00	02.02	gmgr
BhairaviParameswari-Bhairavi-HMB-RH	02.00	02.03	snsr
BhairaviParameswari-Bhairavi-HMB-RH	02.13	02.14	grsndp
BhairaviParameswari-Bhairavi-HMB-RH	02.14	02.15	mgrgm
BhairaviParameswari-Bhairavi-HMB-RH	02.46	02.47	pdnd
BhairaviParameswari-Bhairavi-HMB-RH	02.47	02.49	dmp
BhairaviParameswari-Bhairavi-HMB-RH	02.49	02.50	pd'p
BhairaviParameswari-Bhairavi-HMB-RH	02.49	02.51	d'nsrsndp
BhairaviParameswari-Bhairavi-HMB-RH	02.50	02.51	dp
BhairaviParameswari-Bhairavi-HMB-RH	02.52	02.54	pdpm
BhairaviParameswari-Bhairavi-HMB-RH	02.52	02.54	dpmgrs
BhairaviParameswari-Bhairavi-HMB-RH	02.54	02.57	rgmpd
BhairaviParameswari-Bhairavi-HMB-RH	02.54	02.57	mpdp

Viribhoni-Bhairavi-PA-MSS	00.09	00.12	snnd'
Viribhoni-Bhairavi-PA-MSS	00.12	00.13	d'ns
Viribhoni-Bhairavi-PA-MSS	00.15	00.17	grgr
Viribhoni-Bhairavi-PA-MSS	00.15	00.17	grg
Viribhoni-Bhairavi-PA-MSS	00.19	00.21	mpdp
Viribhoni-Bhairavi-PA-MSS	00.19	00.21	pmgrs
Viribhoni-Bhairavi-PA-MSS	00.21	00.23	nnsgrs
Viribhoni-Bhairavi-PA-MSS	00.21	00.23	sgrs
Viribhoni-Bhairavi-PA-MSS	00.23	00.25	nsr
Viribhoni-Bhairavi-PA-MSS	00.23	00.25	rsnd'n
Viribhoni-Bhairavi-PA-MSS	00.26	00.27	sgrn
Viribhoni-Bhairavi-PA-MSS	00.26	00.27	sgrn
Viribhoni-Bhairavi-PA-MSS	00.28	00.29	pdpd'
Viribhoni-Bhairavi-PA-MSS	00.28	00.30	d'ndp
Viribhoni-Bhairavi-PA-MSS	00.30	00.31	d'nsr
Viribhoni-Bhairavi-PA-MSS	00.31	00.34	pd'nsrgmp
Viribhoni-Bhairavi-PA-MSS	00.34	00.35	pmgrg
Viribhoni-Bhairavi-PA-MSS	00.31	00.34	pd'ns
Viribhoni-Bhairavi-PA-MSS	00.31	00.34	rgmp
Viribhoni-Bhairavi-PA-MSS	00.35	00.37	mndp
Viribhoni-Bhairavi-PA-MSS	00.36	00.38	pmgr
Viribhoni-Bhairavi-PA-MSS	00.38	00.40	nsr
Viribhoni-Bhairavi-PA-MSS	00.40	00.42	rndp
Viribhoni-Bhairavi-PA-MSS	00.45	00.47	sndp
Viribhoni-Bhairavi-PA-MSS	00.45	00.47	mgrg
Viribhoni-Bhairavi-PA-MSS	00.47	00.48	mndp
Viribhoni-Bhairavi-PA-MSS	00.47	00.49	mgr
Viribhoni-Bhairavi-PA-MSS	00.49	00.51	pmgrs
Viribhoni-Bhairavi-PA-MSS	00.51	00.52	pd'nsrg
Viribhoni-Bhairavi-PA-MSS	00.52	00.54	nsrgmp
Viribhoni-Bhairavi-PA-MSS	00.54	00.56	pdmp
Viribhoni-Bhairavi-PA-MSS	00.54	00.56	nnd
Viribhoni-Bhairavi-PA-MSS	00.56	00.59	grgmpd'ns
Viribhoni-Bhairavi-PA-MSS	00.56	00.59	grgm
Viribhoni-Bhairavi-PA-MSS	00.56	00.59	pd'ns
Viribhoni-Bhairavi-PA-MSS	01.015	01.16	pd'nsrg
Viribhoni-Bhairavi-PA-MSS	01.16	01.18	mgrgsr
Viribhoni-Bhairavi-PA-MSS	01.16	01.18	mgrg
Viribhoni-Bhairavi-PA-MSS	01.18	01.20	ngrs
Viribhoni-Bhairavi-PA-MSS	01.18	01.21	nd'ns
Viribhoni-Bhairavi-PA-MSS	01.21	01.23	snnd
Viribhoni-Bhairavi-PA-MSS	01.23	01.25	mndp
Viribhoni-Bhairavi-PA-MSS	01.25	01.26	grs
Viribhoni-Bhairavi-PA-MSS	01.26	01.28	nsrgmpd'n
Viribhoni-Bhairavi-PA-MSS	01.26	01.27	nsrg
Viribhoni-Bhairavi-PA-MSS	01.27	01.28	mpd'n
Viribhoni-Bhairavi-PA-MSS	01.29	01.30	sndd
Viribhoni-Bhairavi-PA-MSS	01.29	01.31	dmp
Viribhoni-Bhairavi-PA-MSS	01.31	01.33	mgrsnd'
Viribhoni-Bhairavi-PA-MSS	01.33	01.34	ggrs
Viribhoni-Bhairavi-PA-MSS	01.35	01.37	nn
Viribhoni-Bhairavi-PA-MSS	01.35	01.37	d'nsr
Viribhoni-Bhairavi-PA-MSS	01.37	01.39	mmppddnn
Viribhoni-Bhairavi-PA-MSS	01.40	01.42	pppd'd'd'nnnssr
Viribhoni-Bhairavi-PA-MSS	01.42	01.44	pd'nsrg
Viribhoni-Bhairavi-PA-MSS	01.44	01.46	mpdp
Viribhoni-Bhairavi-PA-MSS	01.44	01.46	mdp
Viribhoni-Bhairavi-PA-MSS	01.44	01.46	mpdpm
Viribhoni-Bhairavi-PA-MSS	01.44	01.46	dp
Viribhoni-Bhairavi-PA-MSS	01.46	01.47	nnnd
Viribhoni-Bhairavi-PA-MSS	01.46	01.47	nd
Viribhoni-Bhairavi-PA-MSS	01.47	01.49	dppm
Viribhoni-Bhairavi-PA-MSS	01.49	01.50	ndn
Viribhoni-Bhairavi-PA-MSS	01.49	01.50	pdn
Viribhoni-Bhairavi-PA-MSS	01.50	01.51	mpd'n
Viribhoni-Bhairavi-PA-MSS	01.51	01.52	srnd'
Viribhoni-Bhairavi-PA-MSS	01.53	01.54	mgrsr
Viribhoni-Bhairavi-PA-MSS	01.53	01.54	mgr
Viribhoni-Bhairavi-PA-MSS	01.54	01.56	rgmpd
Viribhoni-Bhairavi-PA-MSS	01.56	01.58	mpd'ns
Viribhoni-Bhairavi-PA-MSS	01.58	02.00	nrsnd'
Viribhoni-Bhairavi-PA-MSS	01.58	02.00	snd
Viribhoni-Bhairavi-PA-MSS	02.00	02.02	sndp
Viribhoni-Bhairavi-PA-MSS	02.02	02.04	pmgr
Viribhoni-Bhairavi-PA-MSS	02.00	02.02	ndp
Viribhoni-Bhairavi-PA-MSS	02.02	02.04	mgr
Viribhoni-Bhairavi-PA-MSS	02.04	02.05	rnd'
Viribhoni-Bhairavi-PA-MSS	02.04	02.05	srnd'
Viribhoni-Bhairavi-PA-MSS	03.08	03.09	mm
Viribhoni-Bhairavi-PA-MSS	03.09	03.10	dpdm
Viribhoni-Bhairavi-PA-MSS	03.10	03.12	pgmp
Viribhoni-Bhairavi-PA-MSS	03.13	03.15	ndp
Viribhoni-Bhairavi-PA-MSS	03.13	03.15	mpndpmg
Viribhoni-Bhairavi-PA-MSS	03.16	03.17	pmgrg
Viribhoni-Bhairavi-PA-MSS	03.15	03.16	mndp
Viribhoni-Bhairavi-PA-MSS	03.17	03.18	mpd
Viribhoni-Bhairavi-PA-MSS	03.18	03.20	mpmdp
Viribhoni-Bhairavi-PA-MSS	03.34	03.36	mpgrs
Viribhoni-Bhairavi-PA-MSS	03.34	03.36	pmgrs
Viribhoni-Bhairavi-PA-MSS	03.36	03.39	ndpm
Viribhoni-Bhairavi-PA-MSS	03.39	03.41	pd'ns
Viribhoni-Bhairavi-PA-MSS	03.39	03.41	nr
Viribhoni-Bhairavi-PA-MSS	03.41	03.43	nsrg
Viribhoni-Bhairavi-PA-MSS	03.41	03.43	mgm
Viribhoni-Bhairavi-PA-MSS	03.43	03.45	nndd
Viribhoni-Bhairavi-PA-MSS	03.45	03.47	mgrg
Viribhoni-Bhairavi-PA-MSS	03.47	03.49	nnddmm
Viribhoni-Bhairavi-PA-MSS	03.47	03.49	ndm
Viribhoni-Bhairavi-PA-MSS	03.49	03.51	grsn
Viribhoni-Bhairavi-PA-MSS	03.49	03.52	srg
Viribhoni-Bhairavi-PA-MSS	04.19	04.21	dnnddn
Viribhoni-Bhairavi-PA-MSS	04.19	04.20	dn
Viribhoni-Bhairavi-PA-MSS	04.20	04.21	dn
Viribhoni-Bhairavi-PA-MSS	04.21	04.23	dm
Viribhoni-Bhairavi-PA-MSS	04.23	04.24	ndpm
Viribhoni-Bhairavi-PA-MSS	04.24	04.25	dpmgr
Viribhoni-Bhairavi-PA-MSS	04.26	04.27	gmpd
Viribhoni-Bhairavi-PA-MSS	04.27	04.28	mpd
Viribhoni-Bhairavi-PA-MSS	04.28	04.29	pd'nd'
Viribhoni-Bhairavi-PA-MSS	04.29	04.31	nsrs
Viribhoni-Bhairavi-PA-MSS	04.31	04.32	ngr
Viribhoni-Bhairavi-PA-MSS	04.31	04.33	ndpd
Viribhoni-Bhairavi-PA-MSS	04.33	04.34	mpmgr
Viribhoni-Bhairavi-PA-MSS	04.33	04.34	mgr
Viribhoni-Bhairavi-PA-MSS	04.34	04.35	srnd'
Viribhoni-Bhairavi-PA-MSS	04.35	04.37	nsgrg
Viribhoni-Bhairavi-PA-MSS	05.05	05.06	srg
Viribhoni-Bhairavi-PA-MSS	05.06	05.08	srgr
Viribhoni-Bhairavi-PA-MSS	05.08	05.09	nsr
Viribhoni-Bhairavi-PA-MSS	05.09	05.11	nsrs
Viribhoni-Bhairavi-PA-MSS	05.11	05.12	rnd'
Viribhoni-Bhairavi-PA-MSS	05.11	05.12	nnd'
Viribhoni-Bhairavi-PA-MSS	05.12	05.14	d'grs
Viribhoni-Bhairavi-PA-MSS	05.12	05.14	grs
Viribhoni-Bhairavi-PA-MSS	05.14	05.16	ndnp
Viribhoni-Bhairavi-PA-MSS	05.16	05.18	d'nsr
Viribhoni-Bhairavi-PA-MSS	05.18	05.20	pd'nsr
Viribhoni-Bhairavi-PA-MSS	05.35	05.36	dpgr
Viribhoni-Bhairavi-PA-MSS	05.36	05.38	nd'rs
Viribhoni-Bhairavi-PA-MSS	05.38	05.39	mgr
Viribhoni-Bhairavi-PA-MSS	05.39	05.41	pmgrg
Viribhoni-Bhairavi-PA-MSS	05.41	05.43	mpdpm
Viribhoni-Bhairavi-PA-MSS	05.43	05.44	nndd
Viribhoni-Bhairavi-PA-MSS	05.43	05.44	nd
Viribhoni-Bhairavi-PA-MSS	05.44	05.45	nddp
Viribhoni-Bhairavi-PA-MSS	05.45	05.47	pmgr
Viribhoni-Bhairavi-PA-MSS	05.47	05.48	gmpd
Viribhoni-Bhairavi-PA-MSS	05.48	05.50	gmp
Viribhoni-Bhairavi-PA-MSS	05.48	05.50	mpgmp
Viribhoni-Bhairavi-PA-MSS	05.50	05.52	nsngr
Viribhoni-Bhairavi-PA-MSS	05.50	05.52	ngr
Viribhoni-Bhairavi-PA-MSS	05.52	05.54	mgpmdp
Viribhoni-Bhairavi-PA-MSS	05.53	05.55	ndn
Viribhoni-Bhairavi-PA-MSS	05.54	05.56	pdmpgr
Viribhoni-Bhairavi-PA-MSS	05.56	05.57	gmpm
Viribhoni-Bhairavi-PA-MSS	05.57	05.58	pd'ns
Viribhoni-Bhairavi-PA-MSS	05.58	05.59	nsn
Viribhoni-Bhairavi-PA-MSS	05.58	06.00	grg
Viribhoni-Bhairavi-PA-MSS	06.00	06.01	nsnrsr
Viribhoni-Bhairavi-PA-MSS	06.01	06.03	sndp
Viribhoni-Bhairavi-PA-MSS	06.01	06.03	sndpd
Viribhoni-Bhairavi-PA-MSS	06.03	06.05	mpd'
Viribhoni-Bhairavi-PA-MSS	06.03	06.05	mpd'nns
Viribhoni-Bhairavi-PA-MSS	06.05	06.07	nnssrrgg
Viribhoni-Bhairavi-PA-MSS	06.07	06.08	mggr
Viribhoni-Bhairavi-PA-MSS	06.08	06.09	mgrs
Viribhoni-Bhairavi-PA-MSS	06.09	06.10	ngrs
Viribhoni-Bhairavi-PA-MSS	06.10	06.12	nrsndp
Viribhoni-Bhairavi-PA-MSS	06.12	06.13	d'nsr
Viribhoni-Bhairavi-PA-MSS	06.13	06.15	mmppd'd'nn
Viribhoni-Bhairavi-PA-MSS	06.15	06.16	sgr
Viribhoni-Bhairavi-PA-MSS	06.15	06.17	sgrnnd'
Viribhoni-Bhairavi-PA-MSS	06.15	06.17	nnd'
Viribhoni-Bhairavi-PA-MSS	06.17	06.18	rsnnd
Viribhoni-Bhairavi-PA-MSS	06.17	06.18	nnd
Viribhoni-Bhairavi-PA-MSS	06.18	06.20	ndd
Viribhoni-Bhairavi-PA-MSS	06.20	06.21	mm
Viribhoni-Bhairavi-PA-MSS	06.21	06.23	grsn
Viribhoni-Bhairavi-PA-MSS	06.21	06.23	srg



Lalithe-Bhairavi-Tyagaraja-LGJ	0.01	0.003	grg
Lalithe-Bhairavi-Tyagaraja-LGJ	0.03	0.04	mpdp
Lalithe-Bhairavi-Tyagaraja-LGJ	0.04	0.06	pmgrs
Lalithe-Bhairavi-Tyagaraja-LGJ	0.06	0.08	rns
Lalithe-Bhairavi-Tyagaraja-LGJ	01.13	01.14	rns
Lalithe-Bhairavi-Tyagaraja-LGJ	01.14	01.16	rg
Lalithe-Bhairavi-Tyagaraja-LGJ	01.14	01.17	rgpgr
Lalithe-Bhairavi-Tyagaraja-LGJ	01.15	01.17	gr
Lalithe-Bhairavi-Tyagaraja-LGJ	01.17	01.19	gmr
Lalithe-Bhairavi-Tyagaraja-LGJ	01.17	01.19	rgs
Lalithe-Bhairavi-Tyagaraja-LGJ	02.04	02.05	ndp
Lalithe-Bhairavi-Tyagaraja-LGJ	02.05	02.07	dpm
Lalithe-Bhairavi-Tyagaraja-LGJ	02.07	02.08	pd'nd'
Lalithe-Bhairavi-Tyagaraja-LGJ	02.08	02.10	nns
Lalithe-Bhairavi-Tyagaraja-LGJ	02.21	02.22	sndp
Lalithe-Bhairavi-Tyagaraja-LGJ	03.07	03.08	rs
Lalithe-Bhairavi-Tyagaraja-LGJ	03.09	03.11	mpd'ns
Lalithe-Bhairavi-Tyagaraja-LGJ	03.14	03.16	rsn
Lalithe-Bhairavi-Tyagaraja-LGJ	03.14	03.16	nrsn
Lalithe-Bhairavi-Tyagaraja-LGJ	03.14	03.16	ndp
Lalithe-Bhairavi-Tyagaraja-LGJ	03.11	03.12	dpmgrs
Lalithe-Bhairavi-Tyagaraja-LGJ	03.11	03.12	mgdpmgrs
Lalithe-Bhairavi-Tyagaraja-LGJ	03.52	03.53	mm
Lalithe-Bhairavi-Tyagaraja-LGJ	03.53	03.55	pmgrs
Lalithe-Bhairavi-Tyagaraja-LGJ	03.55	03.57	rgmpd
Lalithe-Bhairavi-Tyagaraja-LGJ	03.55	03.57	rgmpdp
Lalithe-Bhairavi-Tyagaraja-LGJ	03.55	03.57	mpdp
Lalithe-Bhairavi-Tyagaraja-LGJ	04.06	04.07	grg
Lalithe-Bhairavi-Tyagaraja-LGJ	04.20	04.22	rgm
Lalithe-Bhairavi-Tyagaraja-LGJ	04.29	04.31	mpm
Lalithe-Bhairavi-Tyagaraja-LGJ	04.29	04.31	ndp
Lalithe-Bhairavi-Tyagaraja-LGJ	04.44	04.45	mm
Lalithe-Bhairavi-Tyagaraja-LGJ	04.45	04.46	pmdp
Lalithe-Bhairavi-Tyagaraja-LGJ	04.45	04.46	grg
Lalithe-Bhairavi-Tyagaraja-LGJ	04.54	04.55	d'ns
